CustomerID,Recency,Frequency,Monetary
12646,0.039250032,-0.481297195,0.023629539
12647,0.283294788,0.489847404,0.002939184
12652,-0.759441897,-0.481297195,-0.173421461
12653,2.324396384,-0.481297195,0.376022411
12654,-0.360095933,-0.216439577,-0.207741177
12656,-0.648512462,0.048418041,0.03528839
12657,-0.959114879,-0.216439577,-0.130070241
12662,-0.44883948,0.401561531,-0.197724418
12664,-0.781627784,0.224989786,1.634028839
12665,-0.803813671,-0.481297195,-0.214309544
12668,-0.870371332,-0.128153705,-0.101990474
12669,1.215102038,-0.30472545,-0.209054851
12670,-0.692884236,-0.128153705,0.053844026
12674,-0.404467706,-0.039867832,-0.121531365
12676,0.061435919,-0.128153705,0.018046427
12678,-0.959114879,0.489847404,1.261602448
12679,-0.959114879,0.136703913,-0.157493172
12680,0.660454866,-0.30472545,-0.19542549
12681,-0.959114879,1.72584962,-0.120217691
12682,-0.825999558,2.078993111,-0.083434838
12683,-0.959114879,1.107848512,-0.09492948
12684,-0.581954802,-0.039867832,-0.11069356
12685,-0.44883948,-0.128153705,-0.168330977
12689,1.303845586,-0.481297195,-0.183274011
12691,-0.293538272,-0.128153705,0.063696576
12693,-0.803813671,-0.128153705,-0.134996516
12694,1.547890342,-0.481297195,-0.081956955
12695,0.349852449,-0.30472545,-0.113813534
12697,-0.803813671,-0.216439577,-0.109215677
12700,-0.959114879,-0.128153705,-0.17177937
12701,2.657184688,-0.481297195,-0.220713702
12703,-0.803813671,-0.481297195,-0.262751248
12704,-0.626326576,0.224989786,-0.062580274
12705,-0.959114879,0.578133276,-0.146326949
12708,-0.892557219,0.754705021,-0.220877911
12709,-0.692884236,1.637563748,0.12593185
12710,0.48296777,-0.30472545,-0.23286518
12712,-0.825999558,0.842990894,0.022644284
12714,1.192916152,-0.216439577,-0.169316232
12716,1.92505042,-0.481297195,-0.2171011
12719,0.238923014,-0.393011323,-0.230073624
12720,-0.670698349,1.902421366,-0.206591713
12721,0.105807693,-0.039867832,-0.204621203
12722,-0.315724159,-0.128153705,-0.20724855
12723,-0.670698349,-0.216439577,-0.295264663
12724,0.727012526,-0.30472545,-0.148297459
12726,0.327666562,-0.039867832,-0.122352411
12727,0.926685509,0.136703913,-0.00806283
12731,-0.337910046,0.578133276,0.6463107
12735,-0.471025367,-0.481297195,-0.170137278
12739,-0.493211254,-0.481297195,-0.030066859
12744,-0.959114879,0.224989786,0.186196614
12747,-0.515397141,0.313275658,0.201139648
12748,-0.936928992,19.11816653,-0.365053559
12749,-0.537583028,0.048418041,-0.192798143
12753,-0.537583028,0.313275658,1.033187497
12754,-0.027307629,-0.216439577,0.277168493
12755,-0.337910046,-0.30472545,5.561912112
12757,-0.73725601,1.019562639,-0.283770022
12758,2.590627027,-0.481297195,0.004745485
12759,1.681005664,-0.393011323,-0.203143321
12762,-0.559768915,-0.481297195,-0.01610908
12766,0.238923014,-0.039867832,-0.097556826
12775,2.85685767,-0.128153705,-0.136638608
12778,-0.959114879,-0.039867832,-0.208890642
12779,-0.604140689,0.401561531,-0.068327595
12781,-0.959114879,-0.216439577,-0.080479073
12782,2.257838724,-0.128153705,-0.118904018
12783,-0.293538272,0.048418041,-0.161598401
12784,-0.825999558,-0.481297195,-0.307908769
12787,0.860127848,-0.393011323,-0.087211649
12793,-0.138237063,-0.481297195,-0.094601061
12794,0.039250032,-0.481297195,-0.153880571
12798,-0.204794724,-0.393011323,13.85332558
12802,-0.892557219,-0.481297195,-0.20724855
12808,2.324396384,-0.393011323,-0.184259266
12809,-0.759441897,-0.481297195,-0.16192682
12811,-0.936928992,-0.393011323,-0.195097072
12815,0.172365353,-0.481297195,-0.096243153
12816,0.837941961,-0.481297195,-0.143863811
12818,0.882313735,-0.481297195,1.090003869
12820,-0.049493516,-0.30472545,-0.205606458
12822,-0.604140689,-0.393011323,-0.146819576
12823,0.216737127,-0.216439577,5.310672087
12826,-0.360095933,0.048418041,-0.211353779
12827,-0.360095933,-0.393011323,-0.185244521
12828,-0.848185445,-0.128153705,-0.169152023
12829,-0.648512462,-0.393011323,-0.121531365
12830,0.238923014,-0.039867832,2.373626927
12832,0.505153657,-0.481297195,-0.23483569
12836,0.7713843,-0.30472545,-0.222684212
12839,-0.936928992,0.754705021,-0.1776909
12840,-0.09386529,-0.128153705,-0.083599047
12841,-0.959114879,1.637563748,-0.322851803
12843,1.126358491,0.136703913,-0.212339034
12844,1.281659699,-0.481297195,-0.36488935
12845,-0.936928992,-0.30472545,-0.25257028
12852,-0.870371332,-0.481297195,-0.221698957
12853,-0.360095933,0.136703913,-0.100019964
12854,2.657184688,-0.216439577,-0.283770022
12856,-0.715070123,0.048418041,-0.355857846
12857,1.081986717,-0.481297195,-0.072925451
12863,2.302210497,-0.481297195,0.912001132
12865,1.192916152,-0.393011323,-0.202979112
12867,-0.959114879,0.224989786,-0.34912527
12868,-0.226980611,-0.128153705,-0.221206329
12871,1.769749211,-0.481297195,0.10031522
12872,-0.09386529,-0.481297195,-0.318582365
12876,2.124723402,-0.481297195,-0.039426781
12877,-0.493211254,0.401561531,-0.304131958
12879,-0.204794724,-0.30472545,0.288334716
12882,-0.426653593,-0.481297195,1.380161467
12886,2.28002461,-0.393011323,-0.209875897
12888,-0.825999558,-0.30472545,0.268136988
12891,-0.182608837,-0.393011323,1.343871241
12895,-0.182608837,-0.393011323,-0.230237833
12897,1.192916152,-0.481297195,0.420851514
12901,-0.914743105,2.520422474,1.672453784
12904,2.457511706,-0.481297195,-0.351588408
12906,-0.959114879,-0.216439577,0.293260991
12908,1.658819777,-0.30472545,0.542037879
12909,-0.116051176,0.048418041,-0.103632566
12910,-0.959114879,0.048418041,0.205409087
12912,-0.825999558,-0.216439577,0.669464192
12913,-0.715070123,-0.216439577,0.347778434
12916,0.438595996,-0.216439577,-0.018572217
12919,-0.781627784,0.048418041,-0.056832953
12921,-0.825999558,3.756424691,-0.104617821
12924,1.481332681,-0.216439577,0.024779003
12925,0.593897205,-0.481297195,-0.214637962
12928,-0.73725601,-0.216439577,-0.064550784
12930,0.505153657,-0.30472545,-0.218578982
12931,-0.936928992,1.107848512,4.919361642
12933,2.302210497,-0.30472545,-0.3747419
12935,-0.959114879,0.048418041,-0.19542549
12936,-0.959114879,-0.216439577,-0.203800157
12937,0.283294788,-0.30472545,-0.261930202
12939,-0.959114879,0.048418041,3.578593794
12940,-0.781627784,-0.30472545,-0.328106497
12942,0.505153657,-0.393011323,-0.318089738
12947,-0.337910046,0.313275658,-0.243538776
12948,-0.337910046,0.048418041,-0.182124547
12949,0.904499622,0.224989786,-0.157164754
12950,-0.825999558,-0.393011323,0.847959557
12951,2.479697593,0.048418041,-0.204621203
12952,-0.426653593,-0.216439577,-0.183930848
12955,-0.803813671,0.578133276,-0.043039383
12957,-0.848185445,0.401561531,-0.200023347
12962,1.392589134,-0.481297195,-0.194440235
12963,-0.914743105,0.136703913,-0.152895316
12971,-0.848185445,7.199573723,0.114929836
12980,-0.914743105,0.401561531,4.384532385
12981,1.34821736,-0.481297195,-0.162255238
12982,-0.892557219,-0.481297195,-0.285740532
12985,-0.936928992,-0.393011323,-0.212010616
12987,1.658819777,-0.393011323,-0.169480441
12989,-0.959114879,1.019562639,1.187379905
12990,2.457511706,-0.393011323,0.049410378
12991,1.015429056,-0.481297195,-0.201008602
12993,1.192916152,-0.30472545,-0.215623217
12994,1.326031473,-0.216439577,-0.264885967
12995,-0.781627784,-0.481297195,0.191287098
12997,0.438595996,-0.039867832,-0.174242507
12999,-0.759441897,-0.393011323,-0.200515974
13000,2.435325819,-0.393011323,-0.184587685
13001,-0.559768915,0.666419149,0.002610765
13003,0.061435919,-0.393011323,-0.059952927
13004,-0.626326576,1.284420257,-0.242553521
13005,0.638268979,-0.393011323,-0.202322275
13008,-0.138237063,-0.481297195,-0.272439589
13012,-0.692884236,0.313275658,-0.266528059
13013,-0.515397141,0.666419149,-0.113813534
13014,-0.781627784,0.754705021,-0.022184819
13015,2.235652837,-0.216439577,-0.155686871
13018,-0.73725601,1.902421366,-0.207741177
13021,-0.493211254,0.401561531,-0.151089015
13023,0.48296777,-0.481297195,-0.184587685
13026,-0.44883948,0.048418041,-0.110365141
13027,-0.027307629,-0.128153705,3.897652205
13028,-0.604140689,-0.393011323,-0.237298827
13029,1.436960908,-0.393011323,1.58066086
13032,-0.648512462,-0.393011323,-0.249614515
13035,-0.604140689,-0.393011323,0.017389591
13037,0.837941961,-0.393011323,-0.166360467
13038,1.326031473,-0.393011323,0.06484604
13040,-0.404467706,-0.481297195,-0.209383269
13043,-0.515397141,-0.481297195,0.085207976
13047,-0.959114879,0.931276767,-0.209875897
13048,1.215102038,-0.216439577,-0.251420816
13050,-0.848185445,1.814135493,-0.24665875
13055,-0.648512462,-0.30472545,-0.214802172
13058,-0.204794724,-0.393011323,0.089313206
13064,0.727012526,-0.30472545,-0.201501229
13069,-0.648512462,1.72584962,-0.337959047
13078,-0.914743105,3.138423582,0.069443896
13079,-0.581954802,-0.216439577,0.134470727
13081,-0.73725601,1.196134385,-0.034993134
13082,-0.271352385,0.224989786,0.319370249
13083,0.616083092,-0.481297195,-0.190663424
13085,0.549525431,-0.393011323,-0.31365609
13089,-0.914743105,9.759864029,0.039557828
13090,-0.715070123,0.931276767,0.418388376
13091,-0.803813671,-0.481297195,-0.248957678
13092,2.169095176,-0.128153705,-0.177362481
13093,-0.781627784,0.489847404,0.279960048
13094,0.349852449,0.754705021,0.467486917
13097,0.039250032,0.578133276,-0.246330332
13098,-0.914743105,2.961851837,0.310010326
13102,-0.803813671,1.72584962,-0.132204961
13104,-0.005121742,-0.128153705,0.433988247
13106,-0.848185445,-0.481297195,0.020673774
13107,-0.049493516,-0.216439577,-0.050757214
13109,0.12799358,-0.216439577,-0.215951636
13110,-0.471025367,0.048418041,-0.304460377
13113,-0.648512462,2.873565964,0.148592715
13115,-0.892557219,0.578133276,-0.19345498
13116,-0.493211254,-0.481297195,-0.210861152
13117,1.259473812,0.048418041,-0.255033417
13118,-0.959114879,-0.039867832,-0.242553521
13122,2.28002461,-0.481297195,-0.192469725
13124,2.657184688,-0.393011323,-0.197724418
13126,-0.204794724,0.224989786,-0.230073624
13131,-0.049493516,-0.30472545,-0.09689999
13133,-0.271352385,-0.481297195,-0.210204315
13134,-0.670698349,-0.039867832,-0.195589699
13136,-0.825999558,0.313275658,-0.167181513
13137,-0.559768915,0.136703913,-0.383937613
13138,-0.426653593,-0.128153705,-0.216936891
13139,-0.759441897,0.048418041,0.009343341
13140,-0.803813671,-0.393011323,-0.316611855
13141,1.92505042,-0.128153705,-0.179825619
13145,0.083621806,-0.216439577,0.974236406
13147,-0.515397141,-0.30472545,2.458358857
13148,-0.959114879,0.842990894,-0.309386652
13149,1.081986717,-0.30472545,-0.147804831
13151,1.081986717,-0.481297195,-0.194111817
13155,0.061435919,-0.30472545,-0.28015742
13157,1.081986717,-0.216439577,-0.150267969
13158,-0.404467706,-0.30472545,-0.218250564
13159,-0.027307629,-0.216439577,-0.28212793
13162,0.416410109,-0.216439577,-0.138444909
13166,-0.936928992,-0.481297195,-0.30577405
13167,0.12799358,-0.30472545,-0.268005942
13168,2.657184688,-0.216439577,-0.306102468
13171,-0.781627784,-0.216439577,-0.321866548
13178,-0.759441897,0.313275658,-0.112992488
13183,-0.293538272,0.136703913,0.223472095
13184,1.614448003,0.401561531,-0.319896038
13186,0.238923014,-0.216439577,-0.166853095
13189,1.192916152,-0.481297195,-0.320224457
13192,1.481332681,-0.481297195,-0.230073624
13198,0.216737127,0.048418041,-0.225147349
13199,-0.870371332,2.785280092,0.873740396
13200,-0.914743105,-0.30472545,-0.157164754
13203,-0.293538272,-0.30472545,-0.217429518
13207,2.035979854,-0.481297195,0.045797776
13208,-0.959114879,-0.039867832,-0.335824328
13209,-0.959114879,0.313275658,-0.177362481
13211,0.926685509,-0.393011323,-0.116769299
13212,-0.73725601,-0.30472545,-0.378190293
13213,0.638268979,-0.128153705,-0.196903372
13217,-0.959114879,-0.216439577,-0.154373198
13220,1.414775021,-0.30472545,0.172731462
13221,1.681005664,-0.481297195,-0.257003927
13223,-0.249166498,-0.481297195,0.068130223
13225,0.305480675,0.048418041,2.470017708
13230,-0.404467706,0.666419149,-0.393625954
13232,-0.648512462,-0.039867832,-0.360127284
13235,-0.936928992,-0.481297195,-0.43976873
13236,0.460781883,-0.393011323,-0.161598401
13238,-0.825999558,-0.216439577,-0.118411391
13240,0.749198413,-0.30472545,-0.305117213
13242,1.281659699,-0.393011323,-0.126293431
13246,-0.959114879,-0.039867832,-0.247151377
13247,-0.848185445,-0.30472545,-0.138773327
13248,0.48296777,-0.481297195,-0.17374988
13249,-0.936928992,-0.393011323,0.040050456
13255,-0.825999558,-0.393011323,-0.009704922
13258,-0.692884236,-0.393011323,-0.166032049
13261,-0.581954802,-0.481297195,1.254705663
13263,-0.803813671,2.432136601,-0.394939628
13265,-0.182608837,-0.216439577,-0.087540067
13266,-0.73725601,1.019562639,-0.165703631
13267,-0.825999558,1.72584962,-0.145013276
13268,-0.959114879,0.666419149,-0.351424198
13269,-0.73725601,0.842990894,-0.195097072
13272,0.327666562,-0.481297195,-0.165046794
13276,-0.16042295,-0.481297195,-0.144356439
13277,-0.73725601,-0.30472545,0.062547111
13279,-0.648512462,-0.481297195,-0.279336374
13282,0.372038336,-0.128153705,-0.03762048
13283,1.836306872,-0.481297195,-0.248136632
13284,-0.781627784,-0.481297195,-0.237791455
13285,2.102537515,-0.30472545,-0.229909415
13294,0.372038336,-0.481297195,-0.202158066
13295,-0.670698349,-0.481297195,-0.172271997
13297,-0.604140689,-0.30472545,0.113780372
13300,-0.848185445,-0.481297195,-0.195261281
13301,0.261108901,-0.30472545,-0.342556903
13305,-0.581954802,0.224989786,-0.062251855
13308,-0.293538272,-0.30472545,-0.073910706
13309,-0.116051176,-0.216439577,-0.244359822
13310,-0.515397141,-0.128153705,-0.2368062
13311,2.28002461,-0.481297195,-0.089838995
13313,-0.670698349,-0.216439577,-0.140415419
13314,0.150179466,-0.30472545,-0.341079021
13316,-0.027307629,-0.216439577,0.617409887
13317,-0.914743105,0.136703913,-0.207576968
13318,-0.870371332,-0.393011323,0.058277673
13319,-0.692884236,2.520422474,-0.117590345
13320,-0.781627784,-0.128153705,-0.245180867
13321,-0.648512462,-0.481297195,0.379142385
13323,-0.848185445,-0.216439577,0.148264297
13324,-0.870371332,0.401561531,1.040412701
13327,0.682640752,0.136703913,0.077161727
13330,1.104172604,-0.393011323,-0.114306161
13334,1.436960908,-0.393011323,-0.251092397
13338,-0.914743105,-0.393011323,-0.172436206
13340,-0.959114879,-0.039867832,0.847795348
13343,-0.848185445,-0.481297195,-0.240911429
13345,-0.715070123,-0.481297195,-0.186065567
13350,-0.204794724,-0.393011323,-0.120053482
13352,0.216737127,-0.481297195,-0.231058879
13359,-0.870371332,-0.481297195,-0.172764625
13362,-0.825999558,-0.216439577,-0.168002559
13363,-0.382281819,-0.481297195,-0.196246536
13365,-0.404467706,-0.393011323,-0.195261281
13368,0.837941961,-0.481297195,-0.114798789
13369,-0.715070123,-0.481297195,-0.239926174
13370,-0.848185445,-0.481297195,-0.198709673
13373,1.215102038,-0.393011323,-0.123666084
13375,-0.803813671,-0.481297195,-0.133847052
13376,1.34821736,-0.393011323,-0.151910061
13379,-0.027307629,-0.393011323,-0.370965089
13381,-0.73725601,-0.039867832,-0.123666084
13384,-0.626326576,0.136703913,-0.031052114
13388,-0.73725601,-0.393011323,-0.181796129
13389,0.438595996,-0.393011323,-0.210861152
13394,-0.16042295,0.224989786,-0.236313572
13396,-0.781627784,-0.30472545,-0.004778647
13397,-0.116051176,-0.128153705,0.180285084
13405,1.92505042,-0.393011323,-0.119725064
13408,-0.914743105,6.493286742,0.433167201
13410,-0.604140689,-0.039867832,0.073384916
13414,-0.426653593,-0.393011323,0.483579415
13416,-0.116051176,-0.481297195,0.147935878
13418,0.105807693,1.37270613,-0.162091029
13420,-0.626326576,-0.30472545,-0.237298827
13422,-0.670698349,-0.481297195,-0.134175471
13425,0.372038336,-0.393011323,-0.125965012
13426,-0.73725601,0.401561531,-0.101169428
13427,1.281659699,-0.393011323,-0.137952281
13429,-0.09386529,-0.30472545,-0.22104212
13430,0.238923014,-0.30472545,-0.270633288
13431,-0.493211254,-0.481297195,-0.014795406
13434,-0.471025367,-0.481297195,0.409356872
13435,-0.959114879,0.136703913,0.137098073
13437,-0.73725601,-0.039867832,-0.132697588
13447,-0.914743105,-0.30472545,-0.175391971
13448,0.438595996,0.224989786,-0.181796129
13450,0.438595996,-0.128153705,0.004745485
13451,1.259473812,-0.128153705,-0.359963075
13452,-0.715070123,-0.481297195,4.376321927
13453,1.791935098,-0.481297195,-0.123009247
13455,2.945601218,-0.30472545,-0.155686871
13456,-0.870371332,-0.039867832,-0.028753185
13458,-0.715070123,1.284420257,-0.070298105
13460,-0.515397141,-0.481297195,-0.290666807
13461,1.259473812,-0.393011323,0.410998964
13462,0.571711318,-0.481297195,-0.232700971
13466,0.904499622,-0.481297195,-0.196082327
13467,-0.382281819,-0.481297195,-0.28803946
13468,-0.825999558,2.961851837,-0.164225748
13470,-0.604140689,-0.481297195,-0.196903372
13471,-0.870371332,-0.30472545,-0.307908769
13475,-0.382281819,-0.30472545,-0.194440235
13476,-0.803813671,-0.30472545,-0.17374988
13477,-0.515397141,0.048418041,-0.175556181
13479,-0.914743105,-0.393011323,-0.169152023
13481,-0.315724159,0.048418041,-0.207412759
13486,0.150179466,-0.393011323,-0.200680183
13487,2.50188348,-0.393011323,-0.190006587
13488,-0.382281819,0.842990894,-0.125143966
13489,0.19455124,-0.30472545,0.059427137
13491,1.170730265,0.224989786,-0.235656736
13492,-0.404467706,-0.393011323,-0.050757214
13493,-0.692884236,-0.481297195,0.80198099
13495,-0.337910046,-0.128153705,0.160579984
13497,0.948871395,-0.393011323,-0.204292785
13499,-0.692884236,-0.039867832,-0.049279331
13500,-0.848185445,-0.30472545,-0.189185541
13501,0.061435919,-0.481297195,-0.061759228
13505,-0.848185445,0.048418041,-0.1579858
13506,-0.870371332,-0.393011323,-0.211517988
13507,1.148544378,-0.30472545,-0.216608472
13509,0.017064145,-0.039867832,-0.102154683
13510,0.017064145,-0.216439577,-0.217265309
13515,0.039250032,-0.30472545,-0.219892656
13516,0.172365353,-0.393011323,0.050724051
13517,0.083621806,-0.216439577,-0.225639977
13519,-0.337910046,-0.481297195,-0.265707013
13520,0.593897205,0.048418041,0.134963354
13521,-0.870371332,-0.393011323,-0.426631997
13523,-0.670698349,-0.128153705,-0.119396646
13524,-0.049493516,-0.216439577,-0.054205606
13527,0.283294788,0.048418041,-0.30183303
13529,1.836306872,-0.481297195,-0.130891287
13531,2.612812914,-0.481297195,-0.10675254
13533,0.926685509,-0.393011323,-0.409390034
13534,-0.293538272,3.138423582,-0.198381255
13536,-0.870371332,-0.039867832,-0.151581642
13538,0.172365353,-0.039867832,0.373395064
13539,2.457511706,-0.30472545,-0.206099086
13546,-0.049493516,-0.393011323,-0.362754631
13548,2.302210497,-0.481297195,-0.377533456
13549,-0.09386529,0.048418041,-0.178511946
13552,-0.626326576,0.754705021,0.012463316
13558,-0.559768915,-0.30472545,-0.411032126
13562,0.372038336,-0.393011323,-0.107573586
13563,0.283294788,-0.481297195,-0.20724855
13564,-0.959114879,-0.216439577,-0.342721113
13566,-0.027307629,-0.481297195,-0.386236542
13571,-0.648512462,0.401561531,-0.367024069
13575,-0.182608837,-0.216439577,-0.206591713
13576,-0.825999558,1.107848512,0.378813967
13577,0.438595996,-0.216439577,-0.147476413
13587,-0.692884236,-0.393011323,0.050231424
13588,-0.670698349,0.489847404,-0.244852449
13589,2.701556462,-0.481297195,-0.170958324
13590,-0.071679403,-0.039867832,-0.103304147
13591,2.146909289,-0.393011323,-0.151581642
13592,2.812485896,-0.30472545,-0.213324289
13593,0.238923014,-0.128153705,-0.214473753
13596,-0.803813671,-0.481297195,-0.398880648
13599,-0.959114879,2.255564856,-0.154865826
13601,2.723742349,-0.481297195,-0.352902081
13610,-0.027307629,0.136703913,-0.387550215
13611,0.727012526,-0.30472545,-0.217593727
13614,0.48296777,-0.30472545,-0.336316955
13615,-0.825999558,-0.481297195,-0.194111817
13617,0.660454866,-0.393011323,-0.264721758
13623,-0.959114879,-0.039867832,-0.339436929
13627,-0.537583028,-0.039867832,-0.184095057
13629,-0.803813671,0.313275658,1.70086197
13630,0.593897205,0.313275658,-0.058146626
13631,-0.182608837,0.401561531,3.667102535
13632,-0.559768915,-0.128153705,-0.231387297
13634,0.216737127,-0.216439577,-0.330241216
13636,0.948871395,-0.128153705,-0.226296813
13637,2.035979854,-0.393011323,-0.336152746
13643,0.527339544,-0.393011323,-0.163240493
13644,-0.781627784,-0.216439577,-0.17966141
13647,0.261108901,-0.216439577,-0.124979757
13649,1.481332681,-0.481297195,-0.220385283
